group,id,material,initial_count,final_count,initial_sum_y,final_sum_y
native-controls,048-Sand-Dust-packed-32-baseline-w32-s04,Dust,1024,1024,122368,105984
native-controls,049-Mercury-Sand-packed-32-baseline-w32-s00,Wall,322,322,20608,20608
native-controls,049-Mercury-Sand-packed-32-baseline-w32-s00,Sand,1024,1024,114176,97792
native-controls,049-Mercury-Sand-packed-32-baseline-w32-s00,Mercury,512,512,44800,61184
native-controls,049-Mercury-Sand-packed-32-baseline-w32-s01,Wall,336,336,22680,22680
native-controls,049-Mercury-Sand-packed-32-baseline-w32-s01,Sand,1024,1024,121344,104960
native-controls,049-Mercury-Sand-packed-32-baseline-w32-s01,Mercury,512,512,48384,64768
native-controls,049-Mercury-Sand-packed-32-baseline-w32-s02,Wall,350,350,24850,24850
native-controls,049-Mercury-Sand-packed-32-baseline-w32-s02,Sand,1024,1024,128512,112128
native-controls,049-Mercury-Sand-packed-32-baseline-w32-s02,Mercury,512,512,51968,68352
native-controls,049-Mercury-Sand-packed-32-baseline-w32-s03,Wall,324,324,20898,20898
native-controls,049-Mercury-Sand-packed-32-baseline-w32-s03,Sand,1024,1024,115200,98816
native-controls,049-Mercury-Sand-packed-32-baseline-w32-s03,Mercury,512,512,45312,61696
native-controls,049-Mercury-Sand-packed-32-baseline-w32-s04,Wall,338,338,22984,22984
native-controls,049-Mercury-Sand-packed-32-baseline-w32-s04,Sand,1024,1024,122368,105984
native-controls,049-Mercury-Sand-packed-32-baseline-w32-s04,Mercury,512,512,48896,65280
native-controls,050-Sand-Dust-packed-32-baseline-w32-s00,Wall,322,322,20608,20608
native-controls,050-Sand-Dust-packed-32-baseline-w32-s00,Sand,512,512,44800,61184
native-controls,050-Sand-Dust-packed-32-baseline-w32-s00,Dust,1024,1024,114176,97792
native-controls,050-Sand-Dust-packed-32-baseline-w32-s01,Wall,336,336,22680,22680
native-controls,050-Sand-Dust-packed-32-baseline-w32-s01,Sand,512,512,48384,64768
native-controls,050-Sand-Dust-packed-32-baseline-w32-s01,Dust,1024,1024,121344,104960
native-controls,050-Sand-Dust-packed-32-baseline-w32-s02,Wall,350,350,24850,24850
native-controls,050-Sand-Dust-packed-32-baseline-w32-s02,Sand,512,512,51968,68352
native-controls,050-Sand-Dust-packed-32-baseline-w32-s02,Dust,1024,1024,128512,112128
native-controls,050-Sand-Dust-packed-32-baseline-w32-s03,Wall,324,324,20898,20898
native-controls,050-Sand-Dust-packed-32-baseline-w32-s03,Sand,512,512,45312,61696
native-controls,050-Sand-Dust-packed-32-baseline-w32-s03,Dust,1024,1024,115200,98816
native-controls,050-Sand-Dust-packed-32-baseline-w32-s04,Wall,338,338,22984,22984
native-controls,050-Sand-Dust-packed-32-baseline-w32-s04,Sand,512,512,48896,65280
native-controls,050-Sand-Dust-packed-32-baseline-w32-s04,Dust,1024,1024,122368,105984
native-controls,051-Mercury-Sand-packed-32-baseline-w32-s00,Wall,322,322,20608,20608
native-controls,051-Mercury-Sand-packed-32-baseline-w32-s00,Sand,1024,1024,114176,97792
native-controls,051-Mercury-Sand-packed-32-baseline-w32-s00,Mercury,512,512,44800,61184
native-controls,051-Mercury-Sand-packed-32-baseline-w32-s01,Wall,336,336,22680,22680
native-controls,051-Mercury-Sand-packed-32-baseline-w32-s01,Sand,1024,1024,121344,104960
native-controls,051-Mercury-Sand-packed-32-baseline-w32-s01,Mercury,512,512,48384,64768
native-controls,051-Mercury-Sand-packed-32-baseline-w32-s02,Wall,350,350,24850,24850
native-controls,051-Mercury-Sand-packed-32-baseline-w32-s02,Sand,1024,1024,128512,112128
native-controls,051-Mercury-Sand-packed-32-baseline-w32-s02,Mercury,512,512,51968,68352
native-controls,051-Mercury-Sand-packed-32-baseline-w32-s03,Wall,324,324,20898,20898
native-controls,051-Mercury-Sand-packed-32-baseline-w32-s03,Sand,1024,1024,115200,98816
native-controls,051-Mercury-Sand-packed-32-baseline-w32-s03,Mercury,512,512,45312,61696
native-controls,051-Mercury-Sand-packed-32-baseline-w32-s04,Wall,338,338,22984,22984
native-controls,051-Mercury-Sand-packed-32-baseline-w32-s04,Sand,1024,1024,122368,105984
native-controls,051-Mercury-Sand-packed-32-baseline-w32-s04,Mercury,512,512,48896,65280
native-controls,052-Sand-Dust-packed-32-baseline-w32-s00,Wall,322,322,20608,20608
native-controls,052-Sand-Dust-packed-32-baseline-w32-s00,Sand,512,512,44800,61184
native-controls,052-Sand-Dust-packed-32-baseline-w32-s00,Dust,1024,1024,114176,97792
native-controls,052-Sand-Dust-packed-32-baseline-w32-s01,Wall,336,336,22680,22680
native-controls,052-Sand-Dust-packed-32-baseline-w32-s01,Sand,512,512,48384,64768
native-controls,052-Sand-Dust-packed-32-baseline-w32-s01,Dust,1024,1024,121344,104960
native-controls,052-Sand-Dust-packed-32-baseline-w32-s02,Wall,350,350,24850,24850
native-controls,052-Sand-Dust-packed-32-baseline-w32-s02,Sand,512,512,51968,68352
native-controls,052-Sand-Dust-packed-32-baseline-w32-s02,Dust,1024,1024,128512,112128
native-controls,052-Sand-Dust-packed-32-baseline-w32-s03,Wall,324,324,20898,20898
native-controls,052-Sand-Dust-packed-32-baseline-w32-s03,Sand,512,512,45312,61696
native-controls,052-Sand-Dust-packed-32-baseline-w32-s03,Dust,1024,1024,115200,98816
native-controls,052-Sand-Dust-packed-32-baseline-w32-s04,Wall,338,338,22984,22984
native-controls,052-Sand-Dust-packed-32-baseline-w32-s04,Sand,512,512,48896,65280
native-controls,052-Sand-Dust-packed-32-baseline-w32-s04,Dust,1024,1024,122368,105984
native-controls,053-Mercury-Sand-packed-32-baseline-w32-s00,Wall,322,322,20608,20608
native-controls,053-Mercury-Sand-packed-32-baseline-w32-s00,Sand,1024,1024,114176,97792
native-controls,053-Mercury-Sand-packed-32-baseline-w32-s00,Mercury,512,512,44800,61184
native-controls,053-Mercury-Sand-packed-32-baseline-w32-s01,Wall,336,336,22680,22680
native-controls,053-Mercury-Sand-packed-32-baseline-w32-s01,Sand,1024,1024,121344,104960
native-controls,053-Mercury-Sand-packed-32-baseline-w32-s01,Mercury,512,512,48384,64768
native-controls,053-Mercury-Sand-packed-32-baseline-w32-s02,Wall,350,350,24850,24850
native-controls,053-Mercury-Sand-packed-32-baseline-w32-s02,Sand,1024,1024,128512,112128
native-controls,053-Mercury-Sand-packed-32-baseline-w32-s02,Mercury,512,512,51968,68352
native-controls,053-Mercury-Sand-packed-32-baseline-w32-s03,Wall,324,324,20898,20898
native-controls,053-Mercury-Sand-packed-32-baseline-w32-s03,Sand,1024,1024,115200,98816
native-controls,053-Mercury-Sand-packed-32-baseline-w32-s03,Mercury,512,512,45312,61696
native-controls,053-Mercury-Sand-packed-32-baseline-w32-s04,Wall,338,338,22984,22984
native-controls,053-Mercury-Sand-packed-32-baseline-w32-s04,Sand,1024,1024,122368,105984
native-controls,053-Mercury-Sand-packed-32-baseline-w32-s04,Mercury,512,512,48896,65280
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s00,Wall,322,322,20608,20608
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s00,Sand,512,512,44800,44800
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s00,Dust,1024,1024,114176,114176
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s01,Wall,336,336,22680,22680
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s01,Sand,512,512,48384,48384
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s01,Dust,1024,1024,121344,121344
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s02,Wall,350,350,24850,24850
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s02,Sand,512,512,51968,51968
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s02,Dust,1024,1024,128512,128512
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s03,Wall,324,324,20898,20898
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s03,Sand,512,512,45312,45312
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s03,Dust,1024,1024,115200,115200
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s04,Wall,338,338,22984,22984
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s04,Sand,512,512,48896,48896
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s04,Dust,1024,1024,122368,122368
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s05,Wall,352,352,25168,25168
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s05,Sand,512,512,52480,52480
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s05,Dust,1024,1024,129536,129536
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s06,Wall,326,326,21190,21190
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s06,Sand,512,512,45824,45824
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s06,Dust,1024,1024,116224,116224
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s07,Wall,340,340,23290,23290
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s07,Sand,512,512,49408,49408
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s07,Dust,1024,1024,123392,123392
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s08,Wall,354,354,25488,25488
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s08,Sand,512,512,52992,52992
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s08,Dust,1024,1024,130560,130560
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s09,Wall,328,328,21484,21484
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s09,Sand,512,512,46336,46336
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s09,Dust,1024,1024,117248,117248
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s10,Wall,342,342,23598,23598
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s10,Sand,512,512,49920,49920
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s10,Dust,1024,1024,124416,124416
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s11,Wall,356,356,25810,25810
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s11,Sand,512,512,53504,53504
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s11,Dust,1024,1024,131584,131584
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s12,Wall,330,330,21780,21780
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s12,Sand,512,512,46848,46848
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s12,Dust,1024,1024,118272,118272
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s13,Wall,344,344,23908,23908
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s13,Sand,512,512,50432,50432
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s13,Dust,1024,1024,125440,125440
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s14,Wall,358,358,26134,26134
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s14,Sand,512,512,54016,54016
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s14,Dust,1024,1024,132608,132608
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s15,Wall,332,332,22078,22078
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s15,Sand,512,512,47360,47360
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s15,Dust,1024,1024,119296,119296
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s16,Wall,346,346,24220,24220
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s16,Sand,512,512,50944,50944
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s16,Dust,1024,1024,126464,126464
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s17,Wall,360,360,26460,26460
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s17,Sand,512,512,54528,54528
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s17,Dust,1024,1024,133632,133632
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s18,Wall,334,334,22378,22378
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s18,Sand,512,512,47872,47872
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s18,Dust,1024,1024,120320,120320
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s19,Wall,348,348,24534,24534
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s19,Sand,512,512,51456,51456
native-finalists,000-Sand-Dust-packed-32-exchange_off-w32-s19,Dust,1024,1024,127488,127488
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s00,Wall,322,322,20608,20608
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s00,Sand,1024,1024,114176,114176
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s00,Stone,512,512,44800,44800
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s01,Wall,336,336,22680,22680
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s01,Sand,1024,1024,121344,121344
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s01,Stone,512,512,48384,48384
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s02,Wall,350,350,24850,24850
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s02,Sand,1024,1024,128512,128512
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s02,Stone,512,512,51968,51968
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s03,Wall,324,324,20898,20898
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s03,Sand,1024,1024,115200,115200
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s03,Stone,512,512,45312,45312
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s04,Wall,338,338,22984,22984
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s04,Sand,1024,1024,122368,122368
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s04,Stone,512,512,48896,48896
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s05,Wall,352,352,25168,25168
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s05,Sand,1024,1024,129536,129536
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s05,Stone,512,512,52480,52480
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s06,Wall,326,326,21190,21190
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s06,Sand,1024,1024,116224,116224
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s06,Stone,512,512,45824,45824
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s07,Wall,340,340,23290,23290
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s07,Sand,1024,1024,123392,123392
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s07,Stone,512,512,49408,49408
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s08,Wall,354,354,25488,25488
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s08,Sand,1024,1024,130560,130560
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s08,Stone,512,512,52992,52992
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s09,Wall,328,328,21484,21484
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s09,Sand,1024,1024,117248,117248
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s09,Stone,512,512,46336,46336
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s10,Wall,342,342,23598,23598
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s10,Sand,1024,1024,124416,124416
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s10,Stone,512,512,49920,49920
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s11,Wall,356,356,25810,25810
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s11,Sand,1024,1024,131584,131584
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s11,Stone,512,512,53504,53504
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s12,Wall,330,330,21780,21780
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s12,Sand,1024,1024,118272,118272
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s12,Stone,512,512,46848,46848
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s13,Wall,344,344,23908,23908
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s13,Sand,1024,1024,125440,125440
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s13,Stone,512,512,50432,50432
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s14,Wall,358,358,26134,26134
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s14,Sand,1024,1024,132608,132608
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s14,Stone,512,512,54016,54016
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s15,Wall,332,332,22078,22078
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s15,Sand,1024,1024,119296,119296
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s15,Stone,512,512,47360,47360
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s16,Wall,346,346,24220,24220
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s16,Sand,1024,1024,126464,126464
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s16,Stone,512,512,50944,50944
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s17,Wall,360,360,26460,26460
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s17,Sand,1024,1024,133632,133632
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s17,Stone,512,512,54528,54528
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s18,Wall,334,334,22378,22378
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s18,Sand,1024,1024,120320,120320
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s18,Stone,512,512,47872,47872
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s19,Wall,348,348,24534,24534
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s19,Sand,1024,1024,127488,127488
native-finalists,001-Stone-Sand-packed-32-exchange_off-w32-s19,Stone,512,512,51456,51456
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s00,Wall,322,322,20608,20608
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s00,Sand,1024,1024,114176,114176
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s00,Rust,512,512,44800,44800
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s01,Wall,336,336,22680,22680
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s01,Sand,1024,1024,121344,121344
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s01,Rust,512,512,48384,48384
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s02,Wall,350,350,24850,24850
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s02,Sand,1024,1024,128512,128512
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s02,Rust,512,512,51968,51968
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s03,Wall,324,324,20898,20898
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s03,Sand,1024,1024,115200,115200
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s03,Rust,512,512,45312,45312
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s04,Wall,338,338,22984,22984
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s04,Sand,1024,1024,122368,122368
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s04,Rust,512,512,48896,48896
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s05,Wall,352,352,25168,25168
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s05,Sand,1024,1024,129536,129536
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s05,Rust,512,512,52480,52480
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s06,Wall,326,326,21190,21190
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s06,Sand,1024,1024,116224,116224
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s06,Rust,512,512,45824,45824
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s07,Wall,340,340,23290,23290
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s07,Sand,1024,1024,123392,123392
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s07,Rust,512,512,49408,49408
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s08,Wall,354,354,25488,25488
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s08,Sand,1024,1024,130560,130560
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s08,Rust,512,512,52992,52992
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s09,Wall,328,328,21484,21484
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s09,Sand,1024,1024,117248,117248
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s09,Rust,512,512,46336,46336
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s10,Wall,342,342,23598,23598
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s10,Sand,1024,1024,124416,124416
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s10,Rust,512,512,49920,49920
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s11,Wall,356,356,25810,25810
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s11,Sand,1024,1024,131584,131584
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s11,Rust,512,512,53504,53504
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s12,Wall,330,330,21780,21780
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s12,Sand,1024,1024,118272,118272
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s12,Rust,512,512,46848,46848
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s13,Wall,344,344,23908,23908
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s13,Sand,1024,1024,125440,125440
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s13,Rust,512,512,50432,50432
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s14,Wall,358,358,26134,26134
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s14,Sand,1024,1024,132608,132608
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s14,Rust,512,512,54016,54016
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s15,Wall,332,332,22078,22078
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s15,Sand,1024,1024,119296,119296
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s15,Rust,512,512,47360,47360
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s16,Wall,346,346,24220,24220
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s16,Sand,1024,1024,126464,126464
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s16,Rust,512,512,50944,50944
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s17,Wall,360,360,26460,26460
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s17,Sand,1024,1024,133632,133632
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s17,Rust,512,512,54528,54528
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s18,Wall,334,334,22378,22378
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s18,Sand,1024,1024,120320,120320
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s18,Rust,512,512,47872,47872
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s19,Wall,348,348,24534,24534
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s19,Sand,1024,1024,127488,127488
native-finalists,002-Rust-Sand-packed-32-exchange_off-w32-s19,Rust,512,512,51456,51456
native-finalists,003-Mercury-Sand-packed-32-viscosity_96-w32-s00,Wall,322,322,20608,20608
native-finalists,003-Mercury-Sand-packed-32-viscosity_96-w32-s00,Sand,1024,1024,114176,97792
native-finalists,003-Mercury-Sand-packed-32-viscosity_96-w32-s00,Mercury,512,512,44800,61184
native-finalists,003-Mercury-Sand-packed-32-viscosity_96-w32-s01,Wall,336,336,22680,22680
native-finalists,003-Mercury-Sand-packed-32-viscosity_96-w32-s01,Sand,1024,1024,121344,104960
native-finalists,003-Mercury-Sand-packed-32-viscosity_96-w32-s01,Mercury,512,512,48384,64768
native-finalists,003-Mercury-Sand-packed-32-viscosity_96-w32-s02,Wall,350,350,24850,24850
native-finalists,003-Mercury-Sand-packed-32-viscosity_96-w32-s02,Sand,1024,1024,128512,112128
native-finalists,003-Mercury-Sand-packed-32-viscosity_96-w32-s02,Mercury,512,512,51968,68352
native-finalists,003-Mercury-Sand-packed-32-viscosity_96-w32-s03,Wall,324,324,20898,20898
native-finalists,003-Mercury-Sand-packed-32-viscosity_96-w32-s03,Sand,1024,1024,115200,98816
native-finalists,003-Mercury-Sand-packed-32-viscosity_96-w32-s03,Mercury,512,512,45312,61696
native-finalists,003-Mercury-Sand-packed-32-viscosity_96-w32-s04,Wall,338,338,22984,22984
native-finalists,003-Mercury-Sand-packed-32-viscosity_96-w32-s04,Sand,1024,1024,122368,105984
native-finalists,003-Mercury-Sand-packed-32-viscosity_96-w32-s04,Mercury,512,512,48896,65280
native-finalists,003-Mercury-Sand-packed-32-viscosity_96-w32-s05,Wall,352,352,25168,25168
native-finalists,003-Mercury-Sand-packed-32-viscosity_96-w32-s05,Sand,1024,1024,129536,113152
native-finalists,003-Mercury-Sand-packed-32-viscosity_96-w32-s05,Mercury,512,512,52480,68864
native-finalists,003-Mercury-Sand-packed-32-viscosity_96-w32-s06,Wall,326,326,21190,21190
native-finalists,003-Mercury-Sand-packed-32-viscosity_96-w32-s06,Sand,1024,1024,116224,99840
native-finalists,003-Mercury-Sand-packed-32-viscosity_96-w32-s06,Mercury,512,512,45824,62208
native-finalists,003-Mercury-Sand-packed-32-viscosity_96-w32-s07,Wall,340,340,23290,23290
native-finalists,003-Mercury-Sand-packed-32-viscosity_96-w32-s07,Sand,1024,1024,123392,107008
native-finalists,003-Mercury-Sand-packed-32-viscosity_96-w32-s07,Mercury,512,512,49408,65792
native-finalists,003-Mercury-Sand-packed-32-viscosity_96-w32-s08,Wall,354,354,25488,25488
native-finalists,003-Mercury-Sand-packed-32-viscosity_96-w32-s08,Sand,1024,1024,130560,114176
native-finalists,003-Mercury-Sand-packed-32-viscosity_96-w32-s08,Mercury,512,512,52992,69376
native-finalists,003-Mercury-Sand-packed-32-viscosity_96-w32-s09,Wall,328,328,21484,21484
native-finalists,003-Mercury-Sand-packed-32-viscosity_96-w32-s09,Sand,1024,1024,117248,100864
native-finalists,003-Mercury-Sand-packed-32-viscosity_96-w32-s09,Mercury,512,512,46336,62720
native-finalists,003-Mercury-Sand-packed-32-viscosity_96-w32-s10,Wall,342,342,23598,23598
native-finalists,003-Mercury-Sand-packed-32-viscosity_96-w32-s10,Sand,1024,1024,124416,108032
native-finalists,003-Mercury-Sand-packed-32-viscosity_96-w32-s10,Mercury,512,512,49920,66304
native-finalists,003-Mercury-Sand-packed-32-viscosity_96-w32-s11,Wall,356,356,25810,25810
native-finalists,003-Mercury-Sand-packed-32-viscosity_96-w32-s11,Sand,1024,1024,131584,115202
native-finalists,003-Mercury-Sand-packed-32-viscosity_96-w32-s11,Mercury,512,512,53504,69886
native-finalists,003-Mercury-Sand-packed-32-viscosity_96-w32-s12,Wall,330,330,21780,21780
native-finalists,003-Mercury-Sand-packed-32-viscosity_96-w32-s12,Sand,1024,1024,118272,101888
