group,id,top,bottom,layout,depth,variant,width,name,seed,ticks,hash,data_sha256,breakthrough_tick,front,interface_width,water_delta,tick_p50_us,tick_p95_us,tick_max_us,overflow,max_cores,max_chunks,allocations,empty_moves,density_swaps,conversions,water_transfer_mass,rejected_moves,body_displacements,body_contacts,counts_conserved,workers,telemetry,serial
native-expanded,067-Salt-Coal-packed-32-baseline-w32-s03,23,27,packed,32,baseline,32,Salt-Coal-packed-32-baseline-w32,3,1800,74d58215994a7909,11b3708eaccc81d6a2cba813ebc4bb3e0480230814358f8f1bb3a550c59a0619,32,32,0,0,0.7,0.7,430.2,0,3,20,0,0,16384,0,0,112128,0,0,True,,,
native-expanded,067-Salt-Coal-packed-32-baseline-w32-s04,23,27,packed,32,baseline,32,Salt-Coal-packed-32-baseline-w32,4,1800,8e3d51bfa3021a73,8c9b750769d8b336a93d1f6176b60b8cedb8badd56be9d1a5656fd0e0567d3f3,32,32,0,0,0.7,0.7,425.9,0,3,20,0,0,16384,0,0,125664,0,0,True,,,
native-expanded,068-Salt-Rust-packed-32-baseline-w32-s00,23,29,packed,32,baseline,32,Salt-Rust-packed-32-baseline-w32,0,1800,adf43951d185ebef,d6a2727f8f902a5c3228bc09c548866ad8cd3f29a3d7a1acbce9eb5d7ac118a8,-1,0,0,0,0.4,0.5,356.6,0,6,20,0,0,0,0,0,13824,0,0,True,,,
native-expanded,068-Salt-Rust-packed-32-baseline-w32-s01,23,29,packed,32,baseline,32,Salt-Rust-packed-32-baseline-w32,1,1800,995b619a84bb31ae,a3e69a8554ea0030e22b20c7058b1ffdd50faca7b6dda27a8b800548ffe2a5b8,-1,0,0,0,0.4,0.5,324.6,0,3,20,0,0,0,0,0,13824,0,0,True,,,
native-expanded,068-Salt-Rust-packed-32-baseline-w32-s02,23,29,packed,32,baseline,32,Salt-Rust-packed-32-baseline-w32,2,1800,c283b1ca9297b5af,ccf10c5e4ccb6297c6a8f124f8c00e5260920d3860f415c1e7abf57faf0512c2,-1,0,0,0,0.4,0.5,331.6,0,3,20,0,0,0,0,0,13824,0,0,True,,,
native-expanded,068-Salt-Rust-packed-32-baseline-w32-s03,23,29,packed,32,baseline,32,Salt-Rust-packed-32-baseline-w32,3,1800,31319a2f99d27b4,92df225b6fffdd54c33b305dc6b0e040c2427984bbafc58c829f2bad2b493ba0,-1,0,0,0,0.4,0.5,327.2,0,3,20,0,0,0,0,0,13824,0,0,True,,,
native-expanded,068-Salt-Rust-packed-32-baseline-w32-s04,23,29,packed,32,baseline,32,Salt-Rust-packed-32-baseline-w32,4,1800,9c8b0ad01eb663d2,85e167da01c4e85c388881e965bd0e78d690223af8814ca169989f3168bcca0b,-1,0,0,0,0.4,0.5,336.9,0,3,20,0,0,0,0,0,13824,0,0,True,,,
native-expanded,069-Sodium-Sand-packed-32-baseline-w32-s00,25,2,packed,32,baseline,32,Sodium-Sand-packed-32-baseline-w32,0,1800,12b4dc1f11be89ef,7e719ceeb0b43e161153efad3d8c5e0eee8c501fcb6d2f207986e79bebea5592,-1,0,0,0,0.4,0.5,364.3,0,6,20,0,0,0,0,0,13824,0,0,True,,,
native-expanded,069-Sodium-Sand-packed-32-baseline-w32-s01,25,2,packed,32,baseline,32,Sodium-Sand-packed-32-baseline-w32,1,1800,d6fbd29b4fdc11ee,1a30b0d6524c51e74077a92fe27fd1a7c4e61ae8a9c50a4262ee57cf205a6e75,-1,0,0,0,0.4,0.5,326.4,0,3,20,0,0,0,0,0,13824,0,0,True,,,
native-expanded,069-Sodium-Sand-packed-32-baseline-w32-s02,25,2,packed,32,baseline,32,Sodium-Sand-packed-32-baseline-w32,2,1800,3cc1aaa34727dfaf,172f1b1a77b2e63f2f1fd5bded7b619e5cbff9321676367300396c89387e80a1,-1,0,0,0,0.4,0.5,334.9,0,3,20,0,0,0,0,0,13824,0,0,True,,,
native-expanded,069-Sodium-Sand-packed-32-baseline-w32-s03,25,2,packed,32,baseline,32,Sodium-Sand-packed-32-baseline-w32,3,1800,fa4cef4b5af8fff4,1c5a0dc640ed560d5105000bdd649943435b7b071e1449b99d1a8e40b712e103,-1,0,0,0,0.5,0.6,398.6,0,3,20,0,0,0,0,0,13824,0,0,True,,,
native-expanded,069-Sodium-Sand-packed-32-baseline-w32-s04,25,2,packed,32,baseline,32,Sodium-Sand-packed-32-baseline-w32,4,1800,dcd9f4a5b1438b52,91975f402dc783dba90f319f6d887281379fcd67b3d8fcf9d952532e36e9aa09,-1,0,0,0,0.4,0.5,329.2,0,3,20,0,0,0,0,0,13824,0,0,True,,,
native-expanded,070-Sodium-Stone-packed-32-baseline-w32-s00,25,13,packed,32,baseline,32,Sodium-Stone-packed-32-baseline-w32,0,1800,61443c3cefccc1ef,ee85ddf6a8f7f15bf5278d59fbf75230826e39593332660bf9835bb34e916141,-1,0,0,0,0.4,0.5,321.6,0,6,20,0,0,0,0,0,4890,0,0,True,,,
native-expanded,070-Sodium-Stone-packed-32-baseline-w32-s01,25,13,packed,32,baseline,32,Sodium-Stone-packed-32-baseline-w32,1,1800,8310612398edb7ae,482012e024ab83b63287f9cef05b8a7e9a95356f1fad1b12b36e1c9caeb42d68,-1,0,0,0,0.4,0.5,477.1,0,3,20,0,0,0,0,0,4890,0,0,True,,,
native-expanded,070-Sodium-Stone-packed-32-baseline-w32-s02,25,13,packed,32,baseline,32,Sodium-Stone-packed-32-baseline-w32,2,1800,5696ed4a1eaf31af,a0649720eeca1b79dbb425b3c7a4a3d20b760947a13364456ce62233c14cdbfb,-1,0,0,0,0.5,0.7,710.5,0,3,20,0,0,0,0,0,4890,0,0,True,,,
native-expanded,070-Sodium-Stone-packed-32-baseline-w32-s03,25,13,packed,32,baseline,32,Sodium-Stone-packed-32-baseline-w32,3,1800,5654ef1f23c04934,614ae45f12b16feaea71fa289af72796055ee57016b5c7866d5a6eba8701b1e3,-1,0,0,0,0.4,0.5,410.5,0,3,20,0,0,0,0,0,4890,0,0,True,,,
native-expanded,070-Sodium-Stone-packed-32-baseline-w32-s04,25,13,packed,32,baseline,32,Sodium-Stone-packed-32-baseline-w32,4,1800,b16c9e0a9a56ca52,1c0a3ee62a4a17a21bf1c2000ee5a4542cd26cc46d77c5b50d95a283f3ae4d16,-1,0,0,0,0.4,0.8,481.1,0,3,20,0,0,0,0,0,4890,0,0,True,,,
native-expanded,071-Sodium-Dust-packed-32-baseline-w32-s00,25,14,packed,32,baseline,32,Sodium-Dust-packed-32-baseline-w32,0,1800,a53bba1d42e0e7ef,08030d6e8da155bc336448ffba1b73a8fbc16974fcb3032bdf83ba7aa22d3151,32,32,0,0,0.4,0.5,416.3,0,6,20,0,0,16384,0,0,112128,0,0,True,,,
native-expanded,071-Sodium-Dust-packed-32-baseline-w32-s01,25,14,packed,32,baseline,32,Sodium-Dust-packed-32-baseline-w32,1,1800,38cd2c9e752a0723,64e5437b019a4296252dc4b63394e1455da1409bde16bb97ea219497f5e86a22,32,32,0,0,0.7,0.7,371.2,0,3,20,0,0,16384,0,0,125664,0,0,True,,,
native-expanded,071-Sodium-Dust-packed-32-baseline-w32-s02,25,14,packed,32,baseline,32,Sodium-Dust-packed-32-baseline-w32,2,1800,6c795996386c68ea,faa0d94d873db31ec46e5dbe38997b2fbeb4b3376efc1b0605fd0490bdf80298,32,32,0,0,0.7,0.9,478.1,0,3,20,0,0,16384,0,0,130080,0,0,True,,,
native-expanded,071-Sodium-Dust-packed-32-baseline-w32-s03,25,14,packed,32,baseline,32,Sodium-Dust-packed-32-baseline-w32,3,1800,ef8f64c372c65689,f418ad51e390c00aba3486ddc43af2021b712c45ec1188698bda2d642715b65d,32,32,0,0,0.7,0.7,372,0,3,20,0,0,16384,0,0,112128,0,0,True,,,
native-expanded,071-Sodium-Dust-packed-32-baseline-w32-s04,25,14,packed,32,baseline,32,Sodium-Dust-packed-32-baseline-w32,4,1800,d89a4a2c5da14f73,38cbbc5969e3e18197c41c2cc5672dde5373f494b41c4651c4aeff83d8af3145,32,32,0,0,0.7,0.7,371.2,0,3,20,0,0,16384,0,0,125664,0,0,True,,,
native-expanded,072-Sodium-Seed-packed-32-baseline-w32-s00,25,19,packed,32,baseline,32,Sodium-Seed-packed-32-baseline-w32,0,1800,530c85eafdebe3ef,c40816eb47752dbda40fa9db788216dc9cecaa972b8deaa55789f3ba0beb8bb6,32,32,0,0,0.4,0.5,455.6,0,6,20,0,0,16384,0,0,112128,0,0,True,,,
native-expanded,072-Sodium-Seed-packed-32-baseline-w32-s01,25,19,packed,32,baseline,32,Sodium-Seed-packed-32-baseline-w32,1,1800,23aae41ea649e923,701b2d5e4e4b04860a5b0f734a6e48499922caa8890c175c7497230c0f718410,32,32,0,0,0.7,0.7,426.2,0,3,20,0,0,16384,0,0,125664,0,0,True,,,
native-expanded,072-Sodium-Seed-packed-32-baseline-w32-s02,25,19,packed,32,baseline,32,Sodium-Seed-packed-32-baseline-w32,2,1800,b42cd2af283a24ea,2ed00148bd0e526ba2f4ade1dbfa54660431e01df09a7fa5dc6d64249ab20070,32,32,0,0,0.7,0.8,432.8,0,3,20,0,0,16384,0,0,130080,0,0,True,,,
native-expanded,072-Sodium-Seed-packed-32-baseline-w32-s03,25,19,packed,32,baseline,32,Sodium-Seed-packed-32-baseline-w32,3,1800,7a5f4c3328a39489,3f1c9b21e309f421b730868aae5e5660a392bc2b0aa4ec8a8159e94254e247d8,32,32,0,0,0.7,0.7,436.7,0,3,20,0,0,16384,0,0,112128,0,0,True,,,
native-expanded,072-Sodium-Seed-packed-32-baseline-w32-s04,25,19,packed,32,baseline,32,Sodium-Seed-packed-32-baseline-w32,4,1800,e95f60082b1e5973,10a900d98b15ceb0a6a1b9f2565f1df925369406df57fca06459bc998515261b,32,32,0,0,0.7,0.7,423.7,0,3,20,0,0,16384,0,0,125664,0,0,True,,,
native-expanded,073-Sodium-Salt-packed-32-baseline-w32-s00,25,23,packed,32,baseline,32,Sodium-Salt-packed-32-baseline-w32,0,1800,39cb3278663ef9ef,b4c115c2d67f5f7a12d4601a764f4dc2d25c30740bc18efa19a9e387a7341c20,-1,0,0,0,0.4,0.5,425.4,0,6,20,0,0,0,0,0,13824,0,0,True,,,
native-expanded,073-Sodium-Salt-packed-32-baseline-w32-s01,25,23,packed,32,baseline,32,Sodium-Salt-packed-32-baseline-w32,1,1800,2e16794739fa352e,14dfb0b0657f50e2d27b6b99f48f7eba4c5bdc87d764cacd19b6782544ce0a54,-1,0,0,0,0.4,0.5,390.6,0,3,20,0,0,0,0,0,13824,0,0,True,,,
native-expanded,073-Sodium-Salt-packed-32-baseline-w32-s02,25,23,packed,32,baseline,32,Sodium-Salt-packed-32-baseline-w32,2,1800,246e41a5c3f9d62f,e590a860523dfcabcec1a649e4c0b8041e51b4d072ccd64351355f5a861c3729,-1,0,0,0,0.4,0.5,391.9,0,3,20,0,0,0,0,0,13824,0,0,True,,,
native-expanded,073-Sodium-Salt-packed-32-baseline-w32-s03,25,23,packed,32,baseline,32,Sodium-Salt-packed-32-baseline-w32,3,1800,6a38ab8e9fff36b4,5c9aff7c46662acf177c0d2ea97fe0d0c5381d129f407555cbd4939c0f49a1e2,-1,0,0,0,0.4,0.5,402.9,0,3,20,0,0,0,0,0,13824,0,0,True,,,
native-expanded,073-Sodium-Salt-packed-32-baseline-w32-s04,25,23,packed,32,baseline,32,Sodium-Salt-packed-32-baseline-w32,4,1800,91aa609887305bd2,591472d956d00b7ae9f76c84fdeb1e114ff440a6f5afe1abbe47d5f71d15ef78,-1,0,0,0,0.4,0.5,417.4,0,3,20,0,0,0,0,0,13824,0,0,True,,,
native-expanded,074-Sodium-Gunpowder-packed-32-baseline-w32-s00,25,26,packed,32,baseline,32,Sodium-Gunpowder-packed-32-baseline-w32,0,1800,d5c2930a1e0009ef,62090c25c17137dc9f1b3a555106500c3dc3d1a2f22b4e75ed545ae7b8b329d1,-1,0,0,0,0.4,0.5,682.7,0,6,20,0,0,0,0,0,13824,0,0,True,,,
native-expanded,074-Sodium-Gunpowder-packed-32-baseline-w32-s01,25,26,packed,32,baseline,32,Sodium-Gunpowder-packed-32-baseline-w32,1,1800,661fe740eb380aee,9bd985534e8e200a7bee4147f1f6de02d118af148b21b982488f902661d86a67,-1,0,0,0,0.4,0.5,474.8,0,3,20,0,0,0,0,0,13824,0,0,True,,,
native-expanded,074-Sodium-Gunpowder-packed-32-baseline-w32-s02,25,26,packed,32,baseline,32,Sodium-Gunpowder-packed-32-baseline-w32,2,1800,18707fd1c2ef90af,bfa1878851b9295159bb352d36449e7de089bd80c9de9b2badb5611db210a17a,-1,0,0,0,0.4,0.5,479,0,3,20,0,0,0,0,0,13824,0,0,True,,,
native-expanded,074-Sodium-Gunpowder-packed-32-baseline-w32-s03,25,26,packed,32,baseline,32,Sodium-Gunpowder-packed-32-baseline-w32,3,1800,6c80d7da5dee4ff4,ff9eb9271e60ff361bdd9f2ac683666f7987528c9e9ec6f01104b1ce45546e9a,-1,0,0,0,0.4,0.5,480,0,3,20,0,0,0,0,0,13824,0,0,True,,,
native-expanded,074-Sodium-Gunpowder-packed-32-baseline-w32-s04,25,26,packed,32,baseline,32,Sodium-Gunpowder-packed-32-baseline-w32,4,1800,eeaeb594ced75d52,9ff5121c08fb1e4d6eb1689f602ff9ca91529579c6a21a02906002e606c011f3,-1,0,0,0,0.4,0.5,474.4,0,3,20,0,0,0,0,0,13824,0,0,True,,,
native-expanded,075-Sodium-Coal-packed-32-baseline-w32-s00,25,27,packed,32,baseline,32,Sodium-Coal-packed-32-baseline-w32,0,1800,59dd83b930d635ef,f9001fb300b13efd64cfa47005de4e12627cc1002c7638e52e75affa6e5931cb,-1,0,0,0,0.4,0.5,465.9,0,6,20,0,0,0,0,0,13824,0,0,True,,,
native-expanded,075-Sodium-Coal-packed-32-baseline-w32-s01,25,27,packed,32,baseline,32,Sodium-Coal-packed-32-baseline-w32,1,1800,7404abc8b2bbc8ae,c5a161843afb9ffce3c6cdb9b3f5eb391080840534d88af12fa720c9c646e68e,-1,0,0,0,0.4,0.5,428.1,0,3,20,0,0,0,0,0,13824,0,0,True,,,
native-expanded,075-Sodium-Coal-packed-32-baseline-w32-s02,25,27,packed,32,baseline,32,Sodium-Coal-packed-32-baseline-w32,2,1800,55d5cd9832a206af,17c061b552ffcc777e450a44d0d8152c7f28f27a683083409d598c297b2b2055,-1,0,0,0,0.4,0.5,428.6,0,3,20,0,0,0,0,0,13824,0,0,True,,,
native-expanded,075-Sodium-Coal-packed-32-baseline-w32-s03,25,27,packed,32,baseline,32,Sodium-Coal-packed-32-baseline-w32,3,1800,cd7fd0dcff3cd8b4,02151430f691dab605392f48a68d2ee5fe0e12dc8bfefc1a6545494407e31cf7,-1,0,0,0,0.4,0.5,425.4,0,3,20,0,0,0,0,0,13824,0,0,True,,,
native-expanded,075-Sodium-Coal-packed-32-baseline-w32-s04,25,27,packed,32,baseline,32,Sodium-Coal-packed-32-baseline-w32,4,1800,ff7bf279daf75c52,34554492a595dc457849f089a12fbd2129fcee3c2c269703031e96e069da5b76,-1,0,0,0,0.4,0.5,487.9,0,3,20,0,0,0,0,0,13824,0,0,True,,,
native-expanded,076-Sodium-Rust-packed-32-baseline-w32-s00,25,29,packed,32,baseline,32,Sodium-Rust-packed-32-baseline-w32,0,1800,d0a0c3b39e9c41ef,7555e0f21f1f82918592f0c7ef0280aaefae4c37b9712e2311c7b9c9f0e44912,-1,0,0,0,0.4,0.5,361.8,0,6,20,0,0,0,0,0,13824,0,0,True,,,
native-expanded,076-Sodium-Rust-packed-32-baseline-w32-s01,25,29,packed,32,baseline,32,Sodium-Rust-packed-32-baseline-w32,1,1800,a715211c3d977ae,62cbbcf3beab95d9bdccf945bb35110792ed544849d45308b0b7ba2111f06aca,-1,0,0,0,0.4,0.5,326.8,0,3,20,0,0,0,0,0,13824,0,0,True,,,
native-expanded,076-Sodium-Rust-packed-32-baseline-w32-s02,25,29,packed,32,baseline,32,Sodium-Rust-packed-32-baseline-w32,2,1800,72f1951948ca1baf,b273500a4a454c52d30d1bbf5a94c30d29a013ad771daddd97ebd8bdcd7b07f8,-1,0,0,0,0.4,0.5,335.5,0,3,20,0,0,0,0,0,13824,0,0,True,,,
native-expanded,076-Sodium-Rust-packed-32-baseline-w32-s03,25,29,packed,32,baseline,32,Sodium-Rust-packed-32-baseline-w32,3,1800,2a9795b2c392dfb4,e4fdf7e10f8e7330ffd2676afd830e2cd9ee639f946ef452e467be4a6d625f7d,-1,0,0,0,0.4,0.5,328,0,3,20,0,0,0,0,0,13824,0,0,True,,,
native-expanded,076-Sodium-Rust-packed-32-baseline-w32-s04,25,29,packed,32,baseline,32,Sodium-Rust-packed-32-baseline-w32,4,1800,11fdffa4a67955d2,3eb0d3fa02962f21de9c48d8a1d8fd4b8408d5a93ca0e8b71ceee3d71e27a211,-1,0,0,0,0.4,0.5,332.5,0,3,20,0,0,0,0,0,13824,0,0,True,,,
native-expanded,077-Gunpowder-Sand-packed-32-baseline-w32-s00,26,2,packed,32,baseline,32,Gunpowder-Sand-packed-32-baseline-w32,0,1800,dcaf10d3b75d326f,39e9a78e472811cdf7917f6694ad7d906e67a8066569744e9c9daf35579e920e,32,32,0,0,0.4,0.5,399.3,0,6,20,0,0,16384,0,0,112128,0,0,True,,,
native-expanded,077-Gunpowder-Sand-packed-32-baseline-w32-s01,26,2,packed,32,baseline,32,Gunpowder-Sand-packed-32-baseline-w32,1,1800,30a1ff2e7d0b3e3,3058f0a5f27c8eff676d34152ac203e985602b37e23cefb321fc1a34423bacbd,32,32,0,0,0.7,0.7,365.9,0,3,20,0,0,16384,0,0,125664,0,0,True,,,
native-expanded,077-Gunpowder-Sand-packed-32-baseline-w32-s02,26,2,packed,32,baseline,32,Gunpowder-Sand-packed-32-baseline-w32,2,1800,8b975fa13cbde66a,52fa37a1fc714378d3c1a5d3d075205459406139604bd21926427168565c3fca,32,32,0,0,0.7,0.8,371.9,0,3,20,0,0,16384,0,0,130080,0,0,True,,,
native-expanded,077-Gunpowder-Sand-packed-32-baseline-w32-s03,26,2,packed,32,baseline,32,Gunpowder-Sand-packed-32-baseline-w32,3,1800,bac99809b33bb049,9ad05457e6d2ea05210e27afb937909ba0a4c0ccf9e76ba13c3253c4a22b1b5d,32,32,0,0,0.7,0.8,365.8,0,3,20,0,0,16384,0,0,112128,0,0,True,,,
native-expanded,077-Gunpowder-Sand-packed-32-baseline-w32-s04,26,2,packed,32,baseline,32,Gunpowder-Sand-packed-32-baseline-w32,4,1800,1c299fa18648f573,bc312c85b6eca42964cec8fc82f5cab2088080a07995ee764f711d0c7cfbabbf,32,32,0,0,0.7,0.7,367.8,0,3,20,0,0,16384,0,0,125664,0,0,True,,,
native-expanded,078-Gunpowder-Stone-packed-32-baseline-w32-s00,26,13,packed,32,baseline,32,Gunpowder-Stone-packed-32-baseline-w32,0,1800,228c8b7813ada86f,5a1f54ce99d20358a9c6f8c7b6e6c1b9516f5a7ef5a6b5a0b57977be8caa89af,-1,0,0,0,0.4,0.5,352.9,0,6,20,0,0,0,0,0,4890,0,0,True,,,
native-expanded,078-Gunpowder-Stone-packed-32-baseline-w32-s01,26,13,packed,32,baseline,32,Gunpowder-Stone-packed-32-baseline-w32,1,1800,7e8c771ab9791c2e,7f1c308990a36f714ed7850338d64dcf445784fdace74309c47fd8dea201c58c,-1,0,0,0,0.4,0.5,328.6,0,3,20,0,0,0,0,0,4890,0,0,True,,,
native-expanded,078-Gunpowder-Stone-packed-32-baseline-w32-s02,26,13,packed,32,baseline,32,Gunpowder-Stone-packed-32-baseline-w32,2,1800,90c39def410f2b2f,7831e8d08774d650947a3c3d8f867b620ff3fb798fc56b57ba1e9e50e4b31baf,-1,0,0,0,0.4,0.5,329.9,0,3,20,0,0,0,0,0,4890,0,0,True,,,
native-expanded,078-Gunpowder-Stone-packed-32-baseline-w32-s03,26,13,packed,32,baseline,32,Gunpowder-Stone-packed-32-baseline-w32,3,1800,4e232ccb962553b4,0ba3d42398464e14e33b031fb02c1ca999ba0dde1b7cda18cc31d3a0b539e1e6,-1,0,0,0,0.4,0.5,322.5,0,3,20,0,0,0,0,0,4890,0,0,True,,,
native-expanded,078-Gunpowder-Stone-packed-32-baseline-w32-s04,26,13,packed,32,baseline,32,Gunpowder-Stone-packed-32-baseline-w32,4,1800,913ed783b234a6d2,9b0b08037b58b8d877e3a126dbd5743ecc9cd2302f55b7505f9e5dd02047c923,-1,0,0,0,0.4,0.5,340.1,0,3,20,0,0,0,0,0,4890,0,0,True,,,
native-expanded,079-Gunpowder-Dust-packed-32-baseline-w32-s00,26,14,packed,32,baseline,32,Gunpowder-Dust-packed-32-baseline-w32,0,1800,eef64a404ef9a6f,1d23d07775491e5bd8627945829878a8c902b9f44e9c5d78c7022c2a46a32c67,32,32,0,0,0.4,0.5,455.9,0,6,20,0,0,16384,0,0,112128,0,0,True,,,
native-expanded,079-Gunpowder-Dust-packed-32-baseline-w32-s01,26,14,packed,32,baseline,32,Gunpowder-Dust-packed-32-baseline-w32,1,1800,88c1bca6965e35e3,227ba4e950419670a522ad837175ea391a31fbfffde3bd255cce08baa73b5681,32,32,0,0,0.7,0.8,411.6,0,3,20,0,0,16384,0,0,125664,0,0,True,,,
native-expanded,079-Gunpowder-Dust-packed-32-baseline-w32-s02,26,14,packed,32,baseline,32,Gunpowder-Dust-packed-32-baseline-w32,2,1800,b77f6195b484fe6a,8631ccc8e21492c674262184889e0c3f4da43aa7cd32a27c797e8544c200baeb,32,32,0,0,0.7,0.8,424.4,0,3,20,0,0,16384,0,0,130080,0,0,True,,,
native-expanded,079-Gunpowder-Dust-packed-32-baseline-w32-s03,26,14,packed,32,baseline,32,Gunpowder-Dust-packed-32-baseline-w32,3,1800,c95fc99bec256449,e6f81c9d46bf5b41c77828de37cf911ae0ff6cd7f304ff5ec3b3adb38195b68e,32,32,0,0,0.7,0.8,522.6,0,3,20,0,0,16384,0,0,112128,0,0,True,,,
native-expanded,079-Gunpowder-Dust-packed-32-baseline-w32-s04,26,14,packed,32,baseline,32,Gunpowder-Dust-packed-32-baseline-w32,4,1800,eaf830fcbaf44373,76a7e746ffe3ccb36318cf2009c24687744ad585c70e6f5fcb60054d94cb9a39,32,32,0,0,0.7,0.8,411.8,0,3,20,0,0,16384,0,0,125664,0,0,True,,,
native-expanded,080-Gunpowder-Seed-packed-32-baseline-w32-s00,26,19,packed,32,baseline,32,Gunpowder-Seed-packed-32-baseline-w32,0,1800,bcc03071bffa966f,cd1f5e55b580078c4baf48031b9fdd66a60e3a3f174a89f7f92dcf3bd0c7c87b,32,32,0,0,0.4,0.5,577.1,0,6,20,0,0,16384,0,0,112128,0,0,True,,,
native-expanded,080-Gunpowder-Seed-packed-32-baseline-w32-s01,26,19,packed,32,baseline,32,Gunpowder-Seed-packed-32-baseline-w32,1,1800,739f7426c77e17e3,e54c72c9e501736ff0983ecf72a7e21704e0daa4873e6ab9f84297a8cacb2e25,32,32,0,0,0.7,0.7,465.2,0,3,20,0,0,16384,0,0,125664,0,0,True,,,
native-expanded,080-Gunpowder-Seed-packed-32-baseline-w32-s02,26,19,packed,32,baseline,32,Gunpowder-Seed-packed-32-baseline-w32,2,1800,ff32daaea452ba6a,83b794a74e5c464cdf74abb9e2d8a7f8cb83ac8239f8d6999e56138c08f393e2,32,32,0,0,0.8,0.8,568.6,0,3,20,0,0,16384,0,0,130080,0,0,True,,,
native-expanded,080-Gunpowder-Seed-packed-32-baseline-w32-s03,26,19,packed,32,baseline,32,Gunpowder-Seed-packed-32-baseline-w32,3,1800,542fb10ba202a249,6da3bd1441245928845a5dbcf299a8862eb5e7e6df7cabb2f7c1bfa71010e330,32,32,0,0,0.6,0.7,466.1,0,3,20,0,0,16384,0,0,112128,0,0,True,,,
native-expanded,080-Gunpowder-Seed-packed-32-baseline-w32-s04,26,19,packed,32,baseline,32,Gunpowder-Seed-packed-32-baseline-w32,4,1800,fbbd46d888714d73,3f00a4c0f2a694952d4ec3ef4f1ef092268b00e7a2a6df95dceeeb86ffd1cb6c,32,32,0,0,0.7,0.7,468.3,0,3,20,0,0,16384,0,0,125664,0,0,True,,,
native-expanded,081-Gunpowder-Salt-packed-32-baseline-w32-s00,26,23,packed,32,baseline,32,Gunpowder-Salt-packed-32-baseline-w32,0,1800,ed9b6c881876226f,6db56870c4177e1fb0855938c769d1d5c728054732c82a86191797e2a7aa56b1,-1,0,0,0,0.4,0.5,469.9,0,6,20,0,0,0,0,0,13824,0,0,True,,,
native-expanded,081-Gunpowder-Salt-packed-32-baseline-w32-s01,26,23,packed,32,baseline,32,Gunpowder-Salt-packed-32-baseline-w32,1,1800,93637f6ca55287ae,5f589c67d32578302fcd7e5155cc9b3edbad2d24f3dffac760a7489228145d2a,-1,0,0,0,0.4,0.5,428.5,0,3,20,0,0,0,0,0,13824,0,0,True,,,
native-expanded,081-Gunpowder-Salt-packed-32-baseline-w32-s02,26,23,packed,32,baseline,32,Gunpowder-Salt-packed-32-baseline-w32,2,1800,a5b5fbe0b8c713af,2d86985038b9adf760753fa5cdf0cfa04b3feb5caf9d3de4289cca1cea7fc3fd,-1,0,0,0,0.4,0.5,434.5,0,3,20,0,0,0,0,0,13824,0,0,True,,,
native-expanded,081-Gunpowder-Salt-packed-32-baseline-w32-s03,26,23,packed,32,baseline,32,Gunpowder-Salt-packed-32-baseline-w32,3,1800,da16b0ff9dee334,cca09966566834658d2620f6fd5f06eaf2e3795760599a3c3aea76bb291f8ad2,-1,0,0,0,0.5,0.6,624.2,0,3,20,0,0,0,0,0,13824,0,0,True,,,
native-expanded,081-Gunpowder-Salt-packed-32-baseline-w32-s04,26,23,packed,32,baseline,32,Gunpowder-Salt-packed-32-baseline-w32,4,1800,b40f7115b204dc52,579f2fc08ba3ae9dd85514f0ca088fbddf96c632271e8fd8e8d284f7ae96b0b9,-1,0,0,0,0.4,0.5,430.5,0,3,20,0,0,0,0,0,13824,0,0,True,,,
native-expanded,082-Gunpowder-Sodium-packed-32-baseline-w32-s00,26,25,packed,32,baseline,32,Gunpowder-Sodium-packed-32-baseline-w32,0,1800,c9400035e264c06f,5cd954fd776a9ccfeb6fb029cfd1223de03772c394527be2c94b61d9d7924bb1,32,32,0,0,0.4,0.5,465,0,6,20,0,0,16384,0,0,112128,0,0,True,,,
native-expanded,082-Gunpowder-Sodium-packed-32-baseline-w32-s01,26,25,packed,32,baseline,32,Gunpowder-Sodium-packed-32-baseline-w32,1,1800,681b37708b6205e3,921d488318aaed3888b9fce0c067c68e35f22e00e869f19fa66acf085716c7e7,32,32,0,0,0.7,0.7,428.5,0,3,20,0,0,16384,0,0,125664,0,0,True,,,
native-expanded,082-Gunpowder-Sodium-packed-32-baseline-w32-s02,26,25,packed,32,baseline,32,Gunpowder-Sodium-packed-32-baseline-w32,2,1800,d7884d5bb555486a,177f6d8d3c9b0b687ce471f2b4c5b9642e2f1ab5f5437a03d5cf25a0f9d07e20,32,32,0,0,0.8,0.8,896.2,0,3,20,0,0,16384,0,0,130080,0,0,True,,,
native-expanded,082-Gunpowder-Sodium-packed-32-baseline-w32-s03,26,25,packed,32,baseline,32,Gunpowder-Sodium-packed-32-baseline-w32,3,1800,9b7dc99fe9286849,db6233fba38776fd50cc2bf86b15202984a5c373c508735247d3643089dfcd49,32,32,0,0,0.7,0.7,431.3,0,3,20,0,0,16384,0,0,112128,0,0,True,,,
native-expanded,082-Gunpowder-Sodium-packed-32-baseline-w32-s04,26,25,packed,32,baseline,32,Gunpowder-Sodium-packed-32-baseline-w32,4,1800,b586fcf1c459ed73,6c3cc2cb5c52737c48037c620459cb26ff6f193ea973b194bdbf923045034b17,32,32,0,0,0.7,0.7,429.4,0,3,20,0,0,16384,0,0,125664,0,0,True,,,
